Immobilienart	Region	Zeitabschnitt	Anzahl Mittel aus 10Jahresscheiben	Index final(Basis: 2010_1 = 100)
gebrauchte Eigentumswohnungen	4106	2021_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4106	2021_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4106	2021_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4106	2021_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4107	2000_1	5,0	
gebrauchte Eigentumswohnungen	4107	2000_2	12,0	
gebrauchte Eigentumswohnungen	4107	2000_3	6,0	
gebrauchte Eigentumswohnungen	4107	2000_4	4,0	
gebrauchte Eigentumswohnungen	4107	2001_1	5,0	
gebrauchte Eigentumswohnungen	4107	2001_2	16,0	
gebrauchte Eigentumswohnungen	4107	2001_3	10,0	
gebrauchte Eigentumswohnungen	4107	2001_4	7,0	
gebrauchte Eigentumswohnungen	4107	2002_1	10,0	
gebrauchte Eigentumswohnungen	4107	2002_2	10,0	
gebrauchte Eigentumswohnungen	4107	2002_3	9,0	
gebrauchte Eigentumswohnungen	4107	2002_4	9,0	
gebrauchte Eigentumswohnungen	4107	2003_1	2,0	
gebrauchte Eigentumswohnungen	4107	2003_2	14,0	
gebrauchte Eigentumswohnungen	4107	2003_3	9,0	
gebrauchte Eigentumswohnungen	4107	2003_4	7,0	
gebrauchte Eigentumswohnungen	4107	2004_1	8,0	
gebrauchte Eigentumswohnungen	4107	2004_2	5,0	
gebrauchte Eigentumswohnungen	4107	2004_3	18,0	
gebrauchte Eigentumswohnungen	4107	2004_4	7,0	
gebrauchte Eigentumswohnungen	4107	2005_1	4,0	
gebrauchte Eigentumswohnungen	4107	2005_2	7,0	
gebrauchte Eigentumswohnungen	4107	2005_3	10,5	
gebrauchte Eigentumswohnungen	4107	2005_4	10,0	
gebrauchte Eigentumswohnungen	4107	2006_1	5,0	
gebrauchte Eigentumswohnungen	4107	2006_2	10,5	
gebrauchte Eigentumswohnungen	4107	2006_3	6,0	
gebrauchte Eigentumswohnungen	4107	2006_4	10,0	
gebrauchte Eigentumswohnungen	4107	2007_1	9,0	
gebrauchte Eigentumswohnungen	4107	2007_2	9,0	
gebrauchte Eigentumswohnungen	4107	2007_3	11,5	
gebrauchte Eigentumswohnungen	4107	2007_4	8,5	
gebrauchte Eigentumswohnungen	4107	2008_1	8,0	
gebrauchte Eigentumswohnungen	4107	2008_2	6,5	
gebrauchte Eigentumswohnungen	4107	2008_3	4,0	
gebrauchte Eigentumswohnungen	4107	2008_4	4,5	
gebrauchte Eigentumswohnungen	4107	2009_1	2,5	
gebrauchte Eigentumswohnungen	4107	2009_2	5,0	
gebrauchte Eigentumswohnungen	4107	2009_3	9,0	
gebrauchte Eigentumswohnungen	4107	2009_4	7,5	
gebrauchte Eigentumswohnungen	4107	2010_1	14,0	
gebrauchte Eigentumswohnungen	4107	2010_2	11,0	
gebrauchte Eigentumswohnungen	4107	2010_3	5,0	
gebrauchte Eigentumswohnungen	4107	2010_4	9,0	
gebrauchte Eigentumswohnungen	4107	2011_1	13,0	
gebrauchte Eigentumswohnungen	4107	2011_2	13,0	
gebrauchte Eigentumswohnungen	4107	2011_3	7,0	
gebrauchte Eigentumswohnungen	4107	2011_4	12,0	
gebrauchte Eigentumswohnungen	4107	2012_1	13,0	
gebrauchte Eigentumswohnungen	4107	2012_2	12,0	
gebrauchte Eigentumswohnungen	4107	2012_3	5,0	
gebrauchte Eigentumswohnungen	4107	2012_4	11,0	
gebrauchte Eigentumswohnungen	4107	2013_1	8,0	
gebrauchte Eigentumswohnungen	4107	2013_2	12,0	
gebrauchte Eigentumswohnungen	4107	2013_3	8,0	
gebrauchte Eigentumswohnungen	4107	2013_4	15,0	
gebrauchte Eigentumswohnungen	4107	2014_1	7,0	
gebrauchte Eigentumswohnungen	4107	2014_2	9,0	
gebrauchte Eigentumswohnungen	4107	2014_3	10,0	
gebrauchte Eigentumswohnungen	4107	2014_4	8,0	
gebrauchte Eigentumswohnungen	4107	2015_1	17,0	
gebrauchte Eigentumswohnungen	4107	2015_2	22,0	
gebrauchte Eigentumswohnungen	4107	2015_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4107	2015_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4107	2016_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4107	2016_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4107	2016_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4107	2016_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4107	2017_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4107	2017_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4107	2017_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4107	2017_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4107	2018_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4107	2018_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4107	2018_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4107	2018_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4107	2019_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4107	2019_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4107	2019_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4107	2019_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4107	2020_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4107	2020_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4107	2020_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4107	2020_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4107	2021_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4107	2021_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4107	2021_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4107	2021_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4108	2000_1	205,0	
gebrauchte Eigentumswohnungen	4108	2000_2	143,0	
gebrauchte Eigentumswohnungen	4108	2000_3	171,0	
gebrauchte Eigentumswohnungen	4108	2000_4	143,0	
gebrauchte Eigentumswohnungen	4108	2001_1	201,0	
gebrauchte Eigentumswohnungen	4108	2001_2	154,0	
gebrauchte Eigentumswohnungen	4108	2001_3	140,0	
gebrauchte Eigentumswohnungen	4108	2001_4	139,0	
gebrauchte Eigentumswohnungen	4108	2002_1	152,0	
gebrauchte Eigentumswohnungen	4108	2002_2	122,0	
gebrauchte Eigentumswohnungen	4108	2002_3	145,0	
gebrauchte Eigentumswohnungen	4108	2002_4	234,0	
gebrauchte Eigentumswohnungen	4108	2003_1	148,0	
gebrauchte Eigentumswohnungen	4108	2003_2	180,0	
gebrauchte Eigentumswohnungen	4108	2003_3	187,0	
gebrauchte Eigentumswohnungen	4108	2003_4	245,0	
gebrauchte Eigentumswohnungen	4108	2004_1	131,0	
gebrauchte Eigentumswohnungen	4108	2004_2	148,0	
gebrauchte Eigentumswohnungen	4108	2004_3	137,0	
gebrauchte Eigentumswohnungen	4108	2004_4	217,0	
gebrauchte Eigentumswohnungen	4108	2005_1	177,5	
gebrauchte Eigentumswohnungen	4108	2005_2	185,5	
gebrauchte Eigentumswohnungen	4108	2005_3	169,0	
gebrauchte Eigentumswohnungen	4108	2005_4	290,5	
gebrauchte Eigentumswohnungen	4108	2006_1	107,0	
gebrauchte Eigentumswohnungen	4108	2006_2	135,0	
gebrauchte Eigentumswohnungen	4108	2006_3	128,0	
gebrauchte Eigentumswohnungen	4108	2006_4	170,0	
gebrauchte Eigentumswohnungen	4108	2007_1	150,0	
gebrauchte Eigentumswohnungen	4108	2007_2	161,5	
gebrauchte Eigentumswohnungen	4108	2007_3	175,0	
gebrauchte Eigentumswohnungen	4108	2007_4	160,0	
gebrauchte Eigentumswohnungen	4108	2008_1	175,5	
gebrauchte Eigentumswohnungen	4108	2008_2	231,5	
gebrauchte Eigentumswohnungen	4108	2008_3	131,0	
gebrauchte Eigentumswohnungen	4108	2008_4	194,0	
gebrauchte Eigentumswohnungen	4108	2009_1	140,5	
gebrauchte Eigentumswohnungen	4108	2009_2	222,5	
gebrauchte Eigentumswohnungen	4108	2009_3	185,0	
gebrauchte Eigentumswohnungen	4108	2009_4	236,5	
gebrauchte Eigentumswohnungen	4108	2010_1	231,5	
gebrauchte Eigentumswohnungen	4108	2010_2	256,0	
gebrauchte Eigentumswohnungen	4108	2010_3	262,5	
gebrauchte Eigentumswohnungen	4108	2010_4	316,0	
gebrauchte Eigentumswohnungen	4108	2011_1	173,0	
gebrauchte Eigentumswohnungen	4108	2011_2	231,0	
gebrauchte Eigentumswohnungen	4108	2011_3	238,0	
gebrauchte Eigentumswohnungen	4108	2011_4	262,0	
gebrauchte Eigentumswohnungen	4108	2012_1	235,0	
gebrauchte Eigentumswohnungen	4108	2012_2	286,0	
gebrauchte Eigentumswohnungen	4108	2012_3	241,0	
gebrauchte Eigentumswohnungen	4108	2012_4	286,0	
gebrauchte Eigentumswohnungen	4108	2013_1	219,0	
gebrauchte Eigentumswohnungen	4108	2013_2	252,0	
gebrauchte Eigentumswohnungen	4108	2013_3	244,0	
gebrauchte Eigentumswohnungen	4108	2013_4	262,0	
gebrauchte Eigentumswohnungen	4108	2014_1	213,0	
gebrauchte Eigentumswohnungen	4108	2014_2	257,0	
gebrauchte Eigentumswohnungen	4108	2014_3	250,0	
gebrauchte Eigentumswohnungen	4108	2014_4	270,0	
gebrauchte Eigentumswohnungen	4108	2015_1	257,0	
gebrauchte Eigentumswohnungen	4108	2015_2	277,0	
gebrauchte Eigentumswohnungen	4108	2015_3	269,0	
gebrauchte Eigentumswohnungen	4108	2015_4	316,0	
gebrauchte Eigentumswohnungen	4108	2016_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4108	2016_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4108	2016_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4108	2016_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4108	2017_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4108	2017_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4108	2017_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4108	2017_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4108	2018_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4108	2018_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4108	2018_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4108	2018_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4108	2019_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4108	2019_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4108	2019_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4108	2019_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4108	2020_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4108	2020_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4108	2020_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4108	2020_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4108	2021_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4108	2021_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4108	2021_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4108	2021_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4109	2000_1	310,0	
gebrauchte Eigentumswohnungen	4109	2000_2	247,0	156,15
gebrauchte Eigentumswohnungen	4109	2000_3	301,0	154,47
gebrauchte Eigentumswohnungen	4109	2000_4	315,0	151,50
gebrauchte Eigentumswohnungen	4109	2001_1	447,0	147,56
gebrauchte Eigentumswohnungen	4109	2001_2	328,0	147,72
gebrauchte Eigentumswohnungen	4109	2001_3	304,0	149,85
gebrauchte Eigentumswohnungen	4109	2001_4	321,0	149,31
gebrauchte Eigentumswohnungen	4109	2002_1	294,0	148,41
gebrauchte Eigentumswohnungen	4109	2002_2	263,0	147,66
gebrauchte Eigentumswohnungen	4109	2002_3	240,0	144,07
gebrauchte Eigentumswohnungen	4109	2002_4	454,0	140,71
gebrauchte Eigentumswohnungen	4109	2003_1	195,0	137,86
gebrauchte Eigentumswohnungen	4109	2003_2	238,0	134,45
gebrauchte Eigentumswohnungen	4109	2003_3	284,0	132,64
gebrauchte Eigentumswohnungen	4109	2003_4	410,0	131,96
gebrauchte Eigentumswohnungen	4109	2004_1	242,0	131,97
gebrauchte Eigentumswohnungen	4109	2004_2	255,0	128,99
gebrauchte Eigentumswohnungen	4109	2004_3	225,0	122,70
gebrauchte Eigentumswohnungen	4109	2004_4	288,0	120,74
gebrauchte Eigentumswohnungen	4109	2005_1	229,5	126,35
gebrauchte Eigentumswohnungen	4109	2005_2	287,5	129,87
gebrauchte Eigentumswohnungen	4109	2005_3	276,0	125,08
gebrauchte Eigentumswohnungen	4109	2005_4	436,0	119,99
gebrauchte Eigentumswohnungen	4109	2006_1	200,5	117,93
gebrauchte Eigentumswohnungen	4109	2006_2	255,0	119,34
gebrauchte Eigentumswohnungen	4109	2006_3	237,5	121,61
gebrauchte Eigentumswohnungen	4109	2006_4	331,5	120,92
gebrauchte Eigentumswohnungen	4109	2007_1	247,5	116,65
gebrauchte Eigentumswohnungen	4109	2007_2	282,5	117,32
gebrauchte Eigentumswohnungen	4109	2007_3	301,5	118,27
gebrauchte Eigentumswohnungen	4109	2007_4	317,5	110,63
gebrauchte Eigentumswohnungen	4109	2008_1	278,0	103,50
gebrauchte Eigentumswohnungen	4109	2008_2	271,5	101,40
gebrauchte Eigentumswohnungen	4109	2008_3	266,0	100,35
gebrauchte Eigentumswohnungen	4109	2008_4	261,5	99,41
gebrauchte Eigentumswohnungen	4109	2009_1	293,5	98,71
gebrauchte Eigentumswohnungen	4109	2009_2	264,0	99,82
gebrauchte Eigentumswohnungen	4109	2009_3	309,0	100,16
gebrauchte Eigentumswohnungen	4109	2009_4	312,0	98,60
gebrauchte Eigentumswohnungen	4109	2010_1	282,3	100,00
gebrauchte Eigentumswohnungen	4109	2010_2	350,3	102,38
gebrauchte Eigentumswohnungen	4109	2010_3	292,3	102,54
gebrauchte Eigentumswohnungen	4109	2010_4	350,7	101,37
gebrauchte Eigentumswohnungen	4109	2011_1	303,0	99,49
gebrauchte Eigentumswohnungen	4109	2011_2	339,0	99,51
gebrauchte Eigentumswohnungen	4109	2011_3	360,5	101,25
gebrauchte Eigentumswohnungen	4109	2011_4	391,5	101,99
gebrauchte Eigentumswohnungen	4109	2012_1	381,0	101,95
gebrauchte Eigentumswohnungen	4109	2012_2	382,0	102,66
gebrauchte Eigentumswohnungen	4109	2012_3	466,5	103,49
gebrauchte Eigentumswohnungen	4109	2012_4	364,0	103,67
gebrauchte Eigentumswohnungen	4109	2013_1	418,5	104,82
gebrauchte Eigentumswohnungen	4109	2013_2	438,5	105,98
gebrauchte Eigentumswohnungen	4109	2013_3	457,5	106,31
gebrauchte Eigentumswohnungen	4109	2013_4	438,5	107,89
gebrauchte Eigentumswohnungen	4109	2014_1	391,5	109,55
gebrauchte Eigentumswohnungen	4109	2014_2	383,0	109,12
gebrauchte Eigentumswohnungen	4109	2014_3	386,5	109,33
gebrauchte Eigentumswohnungen	4109	2014_4	384,5	110,59
gebrauchte Eigentumswohnungen	4109	2015_1	476,5	111,40
gebrauchte Eigentumswohnungen	4109	2015_2	451,5	113,11
gebrauchte Eigentumswohnungen	4109	2015_3	488,5	114,43
gebrauchte Eigentumswohnungen	4109	2015_4	401,5	115,54
gebrauchte Eigentumswohnungen	4109	2016_1	542,0	119,43
gebrauchte Eigentumswohnungen	4109	2016_2	494,0	123,42
gebrauchte Eigentumswohnungen	4109	2016_3	493,0	125,08
gebrauchte Eigentumswohnungen	4109	2016_4	413,0	127,10
gebrauchte Eigentumswohnungen	4109	2017_1	562,0	129,02
gebrauchte Eigentumswohnungen	4109	2017_2	488,0	133,43
gebrauchte Eigentumswohnungen	4109	2017_3	515,0	136,15
gebrauchte Eigentumswohnungen	4109	2017_4	496,0	137,32
gebrauchte Eigentumswohnungen	4109	2018_1	627,0	138,44
gebrauchte Eigentumswohnungen	4109	2018_2	479,0	143,91
gebrauchte Eigentumswohnungen	4109	2018_3	478,0	
gebrauchte Eigentumswohnungen	4109	2018_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4109	2019_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4109	2019_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4109	2019_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4109	2019_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4109	2020_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4109	2020_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4109	2020_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4109	2020_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4109	2021_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4109	2021_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4109	2021_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4109	2021_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4201	2000_1	14,0	
gebrauchte Eigentumswohnungen	4201	2000_2	32,0	106,74
gebrauchte Eigentumswohnungen	4201	2000_3	38,0	105,79
gebrauchte Eigentumswohnungen	4201	2000_4	28,0	101,41
gebrauchte Eigentumswohnungen	4201	2001_1	48,0	102,50
gebrauchte Eigentumswohnungen	4201	2001_2	41,0	106,66
gebrauchte Eigentumswohnungen	4201	2001_3	63,0	104,44
gebrauchte Eigentumswohnungen	4201	2001_4	51,0	100,50
gebrauchte Eigentumswohnungen	4201	2002_1	30,0	100,19
gebrauchte Eigentumswohnungen	4201	2002_2	42,0	101,38
gebrauchte Eigentumswohnungen	4201	2002_3	43,0	100,61
gebrauchte Eigentumswohnungen	4201	2002_4	74,0	99,21
gebrauchte Eigentumswohnungen	4201	2003_1	34,0	96,58
gebrauchte Eigentumswohnungen	4201	2003_2	61,0	95,11
gebrauchte Eigentumswohnungen	4201	2003_3	45,0	96,52
gebrauchte Eigentumswohnungen	4201	2003_4	45,0	99,77
gebrauchte Eigentumswohnungen	4201	2004_1	31,0	101,89
gebrauchte Eigentumswohnungen	4201	2004_2	32,0	100,45
gebrauchte Eigentumswohnungen	4201	2004_3	29,0	99,14
gebrauchte Eigentumswohnungen	4201	2004_4	48,0	98,04
gebrauchte Eigentumswohnungen	4201	2005_1	42,5	97,76
gebrauchte Eigentumswohnungen	4201	2005_2	45,5	98,10
gebrauchte Eigentumswohnungen	4201	2005_3	59,0	97,68
gebrauchte Eigentumswohnungen	4201	2005_4	83,0	97,68
gebrauchte Eigentumswohnungen	4201	2006_1	41,0	96,81
gebrauchte Eigentumswohnungen	4201	2006_2	35,5	95,57
gebrauchte Eigentumswohnungen	4201	2006_3	56,0	96,27
gebrauchte Eigentumswohnungen	4201	2006_4	53,0	97,68
gebrauchte Eigentumswohnungen	4201	2007_1	33,5	100,08
gebrauchte Eigentumswohnungen	4201	2007_2	34,0	98,66
gebrauchte Eigentumswohnungen	4201	2007_3	56,0	93,94
gebrauchte Eigentumswohnungen	4201	2007_4	73,5	92,04
gebrauchte Eigentumswohnungen	4201	2008_1	56,5	93,70
gebrauchte Eigentumswohnungen	4201	2008_2	62,5	95,43
gebrauchte Eigentumswohnungen	4201	2008_3	49,5	93,11
gebrauchte Eigentumswohnungen	4201	2008_4	65,0	91,14
gebrauchte Eigentumswohnungen	4201	2009_1	61,5	92,03
gebrauchte Eigentumswohnungen	4201	2009_2	73,0	93,35
gebrauchte Eigentumswohnungen	4201	2009_3	80,5	95,23
gebrauchte Eigentumswohnungen	4201	2009_4	75,0	97,33
gebrauchte Eigentumswohnungen	4201	2010_1	71,3	100,00
gebrauchte Eigentumswohnungen	4201	2010_2	96,7	102,93
gebrauchte Eigentumswohnungen	4201	2010_3	93,0	104,40
gebrauchte Eigentumswohnungen	4201	2010_4	138,0	104,82
gebrauchte Eigentumswohnungen	4201	2011_1	78,0	105,78
gebrauchte Eigentumswohnungen	4201	2011_2	119,0	108,52
gebrauchte Eigentumswohnungen	4201	2011_3	121,0	111,47
gebrauchte Eigentumswohnungen	4201	2011_4	133,0	113,83
gebrauchte Eigentumswohnungen	4201	2012_1	113,0	116,28
gebrauchte Eigentumswohnungen	4201	2012_2	85,0	118,77
gebrauchte Eigentumswohnungen	4201	2012_3	102,5	121,78
gebrauchte Eigentumswohnungen	4201	2012_4	108,0	124,96
gebrauchte Eigentumswohnungen	4201	2013_1	79,0	126,78
gebrauchte Eigentumswohnungen	4201	2013_2	102,0	128,78
gebrauchte Eigentumswohnungen	4201	2013_3	93,5	130,38
gebrauchte Eigentumswohnungen	4201	2013_4	100,0	130,86
gebrauchte Eigentumswohnungen	4201	2014_1	78,5	133,27
gebrauchte Eigentumswohnungen	4201	2014_2	98,0	135,34
gebrauchte Eigentumswohnungen	4201	2014_3	101,0	134,79
gebrauchte Eigentumswohnungen	4201	2014_4	92,0	136,83
gebrauchte Eigentumswohnungen	4201	2015_1	78,0	141,91
gebrauchte Eigentumswohnungen	4201	2015_2	74,0	143,67
gebrauchte Eigentumswohnungen	4201	2015_3	91,0	144,82
gebrauchte Eigentumswohnungen	4201	2015_4	75,5	146,69
gebrauchte Eigentumswohnungen	4201	2016_1	78,0	147,07
gebrauchte Eigentumswohnungen	4201	2016_2	79,0	151,93
gebrauchte Eigentumswohnungen	4201	2016_3	83,0	159,23
gebrauchte Eigentumswohnungen	4201	2016_4	95,0	164,62
gebrauchte Eigentumswohnungen	4201	2017_1	81,0	165,00
gebrauchte Eigentumswohnungen	4201	2017_2	87,0	163,12
gebrauchte Eigentumswohnungen	4201	2017_3	85,0	163,09
gebrauchte Eigentumswohnungen	4201	2017_4	89,0	161,50
gebrauchte Eigentumswohnungen	4201	2018_1	71,0	154,74
gebrauchte Eigentumswohnungen	4201	2018_2	95,0	153,53
gebrauchte Eigentumswohnungen	4201	2018_3	72,0	
gebrauchte Eigentumswohnungen	4201	2018_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4201	2019_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4201	2019_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4201	2019_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4201	2019_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4201	2020_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4201	2020_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4201	2020_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4201	2020_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4201	2021_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4201	2021_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4201	2021_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4201	2021_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4203	2000_1	47,0	
gebrauchte Eigentumswohnungen	4203	2000_2	59,0	120,25
gebrauchte Eigentumswohnungen	4203	2000_3	50,0	117,84
gebrauchte Eigentumswohnungen	4203	2000_4	69,0	114,76
gebrauchte Eigentumswohnungen	4203	2001_1	76,0	115,31
gebrauchte Eigentumswohnungen	4203	2001_2	62,0	117,96
gebrauchte Eigentumswohnungen	4203	2001_3	73,0	120,60
gebrauchte Eigentumswohnungen	4203	2001_4	79,0	125,69
gebrauchte Eigentumswohnungen	4203	2002_1	57,0	127,74
gebrauchte Eigentumswohnungen	4203	2002_2	66,0	128,39
gebrauchte Eigentumswohnungen	4203	2002_3	72,0	129,10
gebrauchte Eigentumswohnungen	4203	2002_4	144,0	126,59
gebrauchte Eigentumswohnungen	4203	2003_1	68,0	121,17
gebrauchte Eigentumswohnungen	4203	2003_2	69,0	111,65
gebrauchte Eigentumswohnungen	4203	2003_3	72,0	105,44
gebrauchte Eigentumswohnungen	4203	2003_4	92,0	100,65
gebrauchte Eigentumswohnungen	4203	2004_1	31,0	100,34
gebrauchte Eigentumswohnungen	4203	2004_2	56,0	105,69
gebrauchte Eigentumswohnungen	4203	2004_3	50,0	104,70
gebrauchte Eigentumswohnungen	4203	2004_4	84,0	102,28
gebrauchte Eigentumswohnungen	4203	2005_1	55,0	99,63
gebrauchte Eigentumswohnungen	4203	2005_2	61,0	101,32
gebrauchte Eigentumswohnungen	4203	2005_3	83,0	106,19
gebrauchte Eigentumswohnungen	4203	2005_4	153,0	106,93
gebrauchte Eigentumswohnungen	4203	2006_1	78,5	105,62
gebrauchte Eigentumswohnungen	4203	2006_2	66,0	104,12
gebrauchte Eigentumswohnungen	4203	2006_3	54,0	99,29
gebrauchte Eigentumswohnungen	4203	2006_4	123,0	93,30
gebrauchte Eigentumswohnungen	4203	2007_1	30,0	89,59
gebrauchte Eigentumswohnungen	4203	2007_2	44,0	85,48
gebrauchte Eigentumswohnungen	4203	2007_3	142,5	85,16
gebrauchte Eigentumswohnungen	4203	2007_4	54,0	87,67
gebrauchte Eigentumswohnungen	4203	2008_1	47,5	89,82
gebrauchte Eigentumswohnungen	4203	2008_2	59,5	88,66
gebrauchte Eigentumswohnungen	4203	2008_3	74,5	87,31
gebrauchte Eigentumswohnungen	4203	2008_4	61,5	89,11
gebrauchte Eigentumswohnungen	4203	2009_1	56,0	94,90
gebrauchte Eigentumswohnungen	4203	2009_2	58,0	98,27
gebrauchte Eigentumswohnungen	4203	2009_3	52,5	101,69
gebrauchte Eigentumswohnungen	4203	2009_4	33,0	103,72
gebrauchte Eigentumswohnungen	4203	2010_1	63,3	100,00
gebrauchte Eigentumswohnungen	4203	2010_2	63,0	97,32
gebrauchte Eigentumswohnungen	4203	2010_3	51,0	97,70
gebrauchte Eigentumswohnungen	4203	2010_4	44,7	99,40
gebrauchte Eigentumswohnungen	4203	2011_1	30,0	98,74
gebrauchte Eigentumswohnungen	4203	2011_2	58,0	98,75
gebrauchte Eigentumswohnungen	4203	2011_3	60,0	105,04
gebrauchte Eigentumswohnungen	4203	2011_4	55,0	115,13
gebrauchte Eigentumswohnungen	4203	2012_1	60,0	115,38
gebrauchte Eigentumswohnungen	4203	2012_2	64,5	116,09
gebrauchte Eigentumswohnungen	4203	2012_3	52,0	123,27
gebrauchte Eigentumswohnungen	4203	2012_4	37,5	123,09
gebrauchte Eigentumswohnungen	4203	2013_1	69,0	124,97
gebrauchte Eigentumswohnungen	4203	2013_2	70,0	132,59
gebrauchte Eigentumswohnungen	4203	2013_3	67,0	133,64
gebrauchte Eigentumswohnungen	4203	2013_4	106,5	129,34
gebrauchte Eigentumswohnungen	4203	2014_1	36,0	129,09
gebrauchte Eigentumswohnungen	4203	2014_2	41,0	137,24
gebrauchte Eigentumswohnungen	4203	2014_3	52,5	145,86
gebrauchte Eigentumswohnungen	4203	2014_4	62,0	151,33
gebrauchte Eigentumswohnungen	4203	2015_1	52,5	148,34
gebrauchte Eigentumswohnungen	4203	2015_2	35,0	147,42
gebrauchte Eigentumswohnungen	4203	2015_3	51,0	155,47
gebrauchte Eigentumswohnungen	4203	2015_4	53,5	153,51
gebrauchte Eigentumswohnungen	4203	2016_1	56,0	148,71
gebrauchte Eigentumswohnungen	4203	2016_2	49,0	151,85
gebrauchte Eigentumswohnungen	4203	2016_3	47,0	157,29
gebrauchte Eigentumswohnungen	4203	2016_4	43,0	158,97
gebrauchte Eigentumswohnungen	4203	2017_1	47,0	159,40
gebrauchte Eigentumswohnungen	4203	2017_2	34,0	165,57
gebrauchte Eigentumswohnungen	4203	2017_3	61,0	168,05
gebrauchte Eigentumswohnungen	4203	2017_4	52,0	183,93
gebrauchte Eigentumswohnungen	4203	2018_1	54,0	187,38
gebrauchte Eigentumswohnungen	4203	2018_2	60,0	183,61
gebrauchte Eigentumswohnungen	4203	2018_3	46,0	
