Immobilienart;Region;Zeitabschnitt;Anzahl_Gewichtung;Index_final
gebrauchte Eigentumswohnungen;4108;2021_2;;
gebrauchte Eigentumswohnungen;4108;2021_3;;
gebrauchte Eigentumswohnungen;4108;2021_4;;
gebrauchte Eigentumswohnungen;4108_4204;2000_1;899;
gebrauchte Eigentumswohnungen;4108_4204;2000_2;718;124,173
gebrauchte Eigentumswohnungen;4108_4204;2000_3;800;125,301
gebrauchte Eigentumswohnungen;4108_4204;2000_4;718;123,835
gebrauchte Eigentumswohnungen;4108_4204;2001_1;767;122,079
gebrauchte Eigentumswohnungen;4108_4204;2001_2;762;121,733
gebrauchte Eigentumswohnungen;4108_4204;2001_3;778;119,845
gebrauchte Eigentumswohnungen;4108_4204;2001_4;802;118,334
gebrauchte Eigentumswohnungen;4108_4204;2002_1;699;118,076
gebrauchte Eigentumswohnungen;4108_4204;2002_2;659;116,167
gebrauchte Eigentumswohnungen;4108_4204;2002_3;635;113,561
gebrauchte Eigentumswohnungen;4108_4204;2002_4;1231;112,490
gebrauchte Eigentumswohnungen;4108_4204;2003_1;511;111,907
gebrauchte Eigentumswohnungen;4108_4204;2003_2;607;110,620
gebrauchte Eigentumswohnungen;4108_4204;2003_3;748;109,056
gebrauchte Eigentumswohnungen;4108_4204;2003_4;1160;108,098
gebrauchte Eigentumswohnungen;4108_4204;2004_1;416;107,840
gebrauchte Eigentumswohnungen;4108_4204;2004_2;552;109,335
gebrauchte Eigentumswohnungen;4108_4204;2004_3;615;108,743
gebrauchte Eigentumswohnungen;4108_4204;2004_4;895;105,372
gebrauchte Eigentumswohnungen;4108_4204;2005_1;569;104,261
gebrauchte Eigentumswohnungen;4108_4204;2005_2;669;106,567
gebrauchte Eigentumswohnungen;4108_4204;2005_3;672;107,398
gebrauchte Eigentumswohnungen;4108_4204;2005_4;1445;105,829
gebrauchte Eigentumswohnungen;4108_4204;2006_1;462;104,736
gebrauchte Eigentumswohnungen;4108_4204;2006_2;539;104,794
gebrauchte Eigentumswohnungen;4108_4204;2006_3;583;104,019
gebrauchte Eigentumswohnungen;4108_4204;2006_4;754;103,435
gebrauchte Eigentumswohnungen;4108_4204;2007_1;609;103,867
gebrauchte Eigentumswohnungen;4108_4204;2007_2;612;103,690
gebrauchte Eigentumswohnungen;4108_4204;2007_3;603;102,295
gebrauchte Eigentumswohnungen;4108_4204;2007_4;658;100,398
gebrauchte Eigentumswohnungen;4108_4204;2008_1;613;100,471
gebrauchte Eigentumswohnungen;4108_4204;2008_2;734;101,908
gebrauchte Eigentumswohnungen;4108_4204;2008_3;605;101,580
gebrauchte Eigentumswohnungen;4108_4204;2008_4;682;100,951
gebrauchte Eigentumswohnungen;4108_4204;2009_1;629;101,348
gebrauchte Eigentumswohnungen;4108_4204;2009_2;733;101,872
gebrauchte Eigentumswohnungen;4108_4204;2009_3;682;101,423
gebrauchte Eigentumswohnungen;4108_4204;2009_4;656;99,718
gebrauchte Eigentumswohnungen;4108_4204;2010_1;682;100,000
gebrauchte Eigentumswohnungen;4108_4204;2010_2;717;101,755
gebrauchte Eigentumswohnungen;4108_4204;2010_3;751;102,852
gebrauchte Eigentumswohnungen;4108_4204;2010_4;945;103,303
gebrauchte Eigentumswohnungen;4108_4204;2011_1;631;103,863
gebrauchte Eigentumswohnungen;4108_4204;2011_2;706;105,937
gebrauchte Eigentumswohnungen;4108_4204;2011_3;796;107,851
gebrauchte Eigentumswohnungen;4108_4204;2011_4;853;108,639
gebrauchte Eigentumswohnungen;4108_4204;2012_1;807;109,584
gebrauchte Eigentumswohnungen;4108_4204;2012_2;844;110,967
gebrauchte Eigentumswohnungen;4108_4204;2012_3;832;112,947
gebrauchte Eigentumswohnungen;4108_4204;2012_4;1002;114,335
gebrauchte Eigentumswohnungen;4108_4204;2013_1;811;115,482
gebrauchte Eigentumswohnungen;4108_4204;2013_2;895;118,177
gebrauchte Eigentumswohnungen;4108_4204;2013_3;896;121,927
gebrauchte Eigentumswohnungen;4108_4204;2013_4;1037;123,702
gebrauchte Eigentumswohnungen;4108_4204;2014_1;744;123,596
gebrauchte Eigentumswohnungen;4108_4204;2014_2;832;126,345
gebrauchte Eigentumswohnungen;4108_4204;2014_3;942;128,779
gebrauchte Eigentumswohnungen;4108_4204;2014_4;1017;129,420
gebrauchte Eigentumswohnungen;4108_4204;2015_1;952;131,948
gebrauchte Eigentumswohnungen;4108_4204;2015_2;944;135,005
gebrauchte Eigentumswohnungen;4108_4204;2015_3;1061;135,866
gebrauchte Eigentumswohnungen;4108_4204;2015_4;1197;137,216
gebrauchte Eigentumswohnungen;4108_4204;2016_1;975;141,828
gebrauchte Eigentumswohnungen;4108_4204;2016_2;1084;147,323
gebrauchte Eigentumswohnungen;4108_4204;2016_3;896;151,667
gebrauchte Eigentumswohnungen;4108_4204;2016_4;960;155,348
gebrauchte Eigentumswohnungen;4108_4204;2017_1;1024;158,821
gebrauchte Eigentumswohnungen;4108_4204;2017_2;1025;163,072
gebrauchte Eigentumswohnungen;4108_4204;2017_3;1008;166,566
gebrauchte Eigentumswohnungen;4108_4204;2017_4;1012;170,218
gebrauchte Eigentumswohnungen;4108_4204;2018_1;974;171,182
gebrauchte Eigentumswohnungen;4108_4204;2018_2;962;173,917
gebrauchte Eigentumswohnungen;4108_4204;2018_3;889;179,119
gebrauchte Eigentumswohnungen;4108_4204;2018_4;1086;180,549
gebrauchte Eigentumswohnungen;4108_4204;2019_1;817;
gebrauchte Eigentumswohnungen;4108_4204;2019_2;;
gebrauchte Eigentumswohnungen;4108_4204;2019_3;;
gebrauchte Eigentumswohnungen;4108_4204;2019_4;;
gebrauchte Eigentumswohnungen;4108_4204;2020_1;;
gebrauchte Eigentumswohnungen;4108_4204;2020_2;;
gebrauchte Eigentumswohnungen;4108_4204;2020_3;;
gebrauchte Eigentumswohnungen;4108_4204;2020_4;;
gebrauchte Eigentumswohnungen;4108_4204;2021_1;;
gebrauchte Eigentumswohnungen;4108_4204;2021_2;;
gebrauchte Eigentumswohnungen;4108_4204;2021_3;;
gebrauchte Eigentumswohnungen;4108_4204;2021_4;;
gebrauchte Eigentumswohnungen;4109;2000_1;681;
gebrauchte Eigentumswohnungen;4109;2000_2;679;156,151
gebrauchte Eigentumswohnungen;4109;2000_3;775;154,473
gebrauchte Eigentumswohnungen;4109;2000_4;873;151,503
gebrauchte Eigentumswohnungen;4109;2001_1;844;147,562
gebrauchte Eigentumswohnungen;4109;2001_2;690;147,724
gebrauchte Eigentumswohnungen;4109;2001_3;679;149,848
gebrauchte Eigentumswohnungen;4109;2001_4;774;149,310
gebrauchte Eigentumswohnungen;4109;2002_1;594;148,411
gebrauchte Eigentumswohnungen;4109;2002_2;581;147,661
gebrauchte Eigentumswohnungen;4109;2002_3;524;144,066
gebrauchte Eigentumswohnungen;4109;2002_4;1044;140,711
gebrauchte Eigentumswohnungen;4109;2003_1;448;137,855
gebrauchte Eigentumswohnungen;4109;2003_2;545;134,454
gebrauchte Eigentumswohnungen;4109;2003_3;624;132,637
gebrauchte Eigentumswohnungen;4109;2003_4;966;131,959
gebrauchte Eigentumswohnungen;4109;2004_1;470;131,974
gebrauchte Eigentumswohnungen;4109;2004_2;487;128,986
gebrauchte Eigentumswohnungen;4109;2004_3;508;122,704
gebrauchte Eigentumswohnungen;4109;2004_4;673;120,742
gebrauchte Eigentumswohnungen;4109;2005_1;497;126,348
gebrauchte Eigentumswohnungen;4109;2005_2;566;129,866
gebrauchte Eigentumswohnungen;4109;2005_3;655;125,082
gebrauchte Eigentumswohnungen;4109;2005_4;1039;119,985
gebrauchte Eigentumswohnungen;4109;2006_1;469;117,930
gebrauchte Eigentumswohnungen;4109;2006_2;517;119,339
gebrauchte Eigentumswohnungen;4109;2006_3;530;121,605
gebrauchte Eigentumswohnungen;4109;2006_4;691;120,924
gebrauchte Eigentumswohnungen;4109;2007_1;596;116,646
gebrauchte Eigentumswohnungen;4109;2007_2;709;117,315
gebrauchte Eigentumswohnungen;4109;2007_3;609;118,267
gebrauchte Eigentumswohnungen;4109;2007_4;627;110,635
gebrauchte Eigentumswohnungen;4109;2008_1;696;103,504
gebrauchte Eigentumswohnungen;4109;2008_2;606;101,397
gebrauchte Eigentumswohnungen;4109;2008_3;611;100,345
gebrauchte Eigentumswohnungen;4109;2008_4;633;99,411
gebrauchte Eigentumswohnungen;4109;2009_1;596;98,710
gebrauchte Eigentumswohnungen;4109;2009_2;668;99,815
gebrauchte Eigentumswohnungen;4109;2009_3;662;100,157
gebrauchte Eigentumswohnungen;4109;2009_4;677;98,601
gebrauchte Eigentumswohnungen;4109;2010_1;633;100,000
gebrauchte Eigentumswohnungen;4109;2010_2;761;102,379
gebrauchte Eigentumswohnungen;4109;2010_3;661;102,536
gebrauchte Eigentumswohnungen;4109;2010_4;756;101,374
gebrauchte Eigentumswohnungen;4109;2011_1;661;99,491
gebrauchte Eigentumswohnungen;4109;2011_2;686;99,505
gebrauchte Eigentumswohnungen;4109;2011_3;699;101,251
gebrauchte Eigentumswohnungen;4109;2011_4;749;101,991
gebrauchte Eigentumswohnungen;4109;2012_1;692;101,948
gebrauchte Eigentumswohnungen;4109;2012_2;687;102,658
gebrauchte Eigentumswohnungen;4109;2012_3;851;103,486
gebrauchte Eigentumswohnungen;4109;2012_4;760;103,674
gebrauchte Eigentumswohnungen;4109;2013_1;746;104,821
gebrauchte Eigentumswohnungen;4109;2013_2;762;105,985
gebrauchte Eigentumswohnungen;4109;2013_3;871;106,311
gebrauchte Eigentumswohnungen;4109;2013_4;837;107,885
gebrauchte Eigentumswohnungen;4109;2014_1;729;109,553
gebrauchte Eigentumswohnungen;4109;2014_2;762;109,116
gebrauchte Eigentumswohnungen;4109;2014_3;796;109,330
gebrauchte Eigentumswohnungen;4109;2014_4;796;110,589
gebrauchte Eigentumswohnungen;4109;2015_1;878;111,399
gebrauchte Eigentumswohnungen;4109;2015_2;822;113,115
gebrauchte Eigentumswohnungen;4109;2015_3;896;114,429
gebrauchte Eigentumswohnungen;4109;2015_4;752;115,535
gebrauchte Eigentumswohnungen;4109;2016_1;1151;119,427
gebrauchte Eigentumswohnungen;4109;2016_2;869;123,425
gebrauchte Eigentumswohnungen;4109;2016_3;884;125,077
gebrauchte Eigentumswohnungen;4109;2016_4;840;127,103
gebrauchte Eigentumswohnungen;4109;2017_1;1100;129,018
gebrauchte Eigentumswohnungen;4109;2017_2;908;133,426
gebrauchte Eigentumswohnungen;4109;2017_3;922;136,145
gebrauchte Eigentumswohnungen;4109;2017_4;865;137,325
gebrauchte Eigentumswohnungen;4109;2018_1;1154;138,438
gebrauchte Eigentumswohnungen;4109;2018_2;1029;143,914
gebrauchte Eigentumswohnungen;4109;2018_3;935;150,630
gebrauchte Eigentumswohnungen;4109;2018_4;853;152,025
gebrauchte Eigentumswohnungen;4109;2019_1;818;
gebrauchte Eigentumswohnungen;4109;2019_2;;
gebrauchte Eigentumswohnungen;4109;2019_3;;
gebrauchte Eigentumswohnungen;4109;2019_4;;
gebrauchte Eigentumswohnungen;4109;2020_1;;
gebrauchte Eigentumswohnungen;4109;2020_2;;
gebrauchte Eigentumswohnungen;4109;2020_3;;
gebrauchte Eigentumswohnungen;4109;2020_4;;
gebrauchte Eigentumswohnungen;4109;2021_1;;
gebrauchte Eigentumswohnungen;4109;2021_2;;
gebrauchte Eigentumswohnungen;4109;2021_3;;
gebrauchte Eigentumswohnungen;4109;2021_4;;
gebrauchte Eigentumswohnungen;4110;2000_1;35;
gebrauchte Eigentumswohnungen;4110;2000_2;52;81,704
gebrauchte Eigentumswohnungen;4110;2000_3;63;81,500
gebrauchte Eigentumswohnungen;4110;2000_4;53;77,845
gebrauchte Eigentumswohnungen;4110;2001_1;45;75,377
gebrauchte Eigentumswohnungen;4110;2001_2;52;74,577
gebrauchte Eigentumswohnungen;4110;2001_3;50;72,715
gebrauchte Eigentumswohnungen;4110;2001_4;68;71,154
gebrauchte Eigentumswohnungen;4110;2002_1;36;73,777
gebrauchte Eigentumswohnungen;4110;2002_2;41;79,068
gebrauchte Eigentumswohnungen;4110;2002_3;49;83,265
gebrauchte Eigentumswohnungen;4110;2002_4;89;83,437
gebrauchte Eigentumswohnungen;4110;2003_1;44;78,800
gebrauchte Eigentumswohnungen;4110;2003_2;38;80,735
gebrauchte Eigentumswohnungen;4110;2003_3;68;85,005
gebrauchte Eigentumswohnungen;4110;2003_4;74;83,864
gebrauchte Eigentumswohnungen;4110;2004_1;28;81,408
gebrauchte Eigentumswohnungen;4110;2004_2;55;82,853
gebrauchte Eigentumswohnungen;4110;2004_3;74;85,075
gebrauchte Eigentumswohnungen;4110;2004_4;73;88,536
gebrauchte Eigentumswohnungen;4110;2005_1;57;90,981
gebrauchte Eigentumswohnungen;4110;2005_2;73;90,554
gebrauchte Eigentumswohnungen;4110;2005_3;60;91,556
gebrauchte Eigentumswohnungen;4110;2005_4;105;90,277
gebrauchte Eigentumswohnungen;4110;2006_1;49;83,952
gebrauchte Eigentumswohnungen;4110;2006_2;61;88,091
gebrauchte Eigentumswohnungen;4110;2006_3;73;97,392
gebrauchte Eigentumswohnungen;4110;2006_4;84;104,223
gebrauchte Eigentumswohnungen;4110;2007_1;65;104,693
gebrauchte Eigentumswohnungen;4110;2007_2;60;102,886
gebrauchte Eigentumswohnungen;4110;2007_3;71;99,967
gebrauchte Eigentumswohnungen;4110;2007_4;76;99,416
gebrauchte Eigentumswohnungen;4110;2008_1;57;103,750
gebrauchte Eigentumswohnungen;4110;2008_2;69;106,585
gebrauchte Eigentumswohnungen;4110;2008_3;69;104,552
gebrauchte Eigentumswohnungen;4110;2008_4;92;104,128
gebrauchte Eigentumswohnungen;4110;2009_1;56;108,008
gebrauchte Eigentumswohnungen;4110;2009_2;94;110,906
gebrauchte Eigentumswohnungen;4110;2009_3;107;104,786
gebrauchte Eigentumswohnungen;4110;2009_4;131;98,746
gebrauchte Eigentumswohnungen;4110;2010_1;70;100,000
gebrauchte Eigentumswohnungen;4110;2010_2;100;104,632
gebrauchte Eigentumswohnungen;4110;2010_3;130;105,875
gebrauchte Eigentumswohnungen;4110;2010_4;129;105,631
gebrauchte Eigentumswohnungen;4110;2011_1;72;110,009
gebrauchte Eigentumswohnungen;4110;2011_2;82;114,584
gebrauchte Eigentumswohnungen;4110;2011_3;137;112,836
gebrauchte Eigentumswohnungen;4110;2011_4;110;109,746
gebrauchte Eigentumswohnungen;4110;2012_1;70;108,219
gebrauchte Eigentumswohnungen;4110;2012_2;128;116,061
gebrauchte Eigentumswohnungen;4110;2012_3;138;119,517
gebrauchte Eigentumswohnungen;4110;2012_4;121;121,652
gebrauchte Eigentumswohnungen;4110;2013_1;80;128,582
gebrauchte Eigentumswohnungen;4110;2013_2;78;130,034
gebrauchte Eigentumswohnungen;4110;2013_3;112;119,862
gebrauchte Eigentumswohnungen;4110;2013_4;114;113,154
gebrauchte Eigentumswohnungen;4110;2014_1;73;115,758
gebrauchte Eigentumswohnungen;4110;2014_2;81;120,425
gebrauchte Eigentumswohnungen;4110;2014_3;104;114,028
gebrauchte Eigentumswohnungen;4110;2014_4;89;107,242
gebrauchte Eigentumswohnungen;4110;2015_1;61;112,340
gebrauchte Eigentumswohnungen;4110;2015_2;92;128,610
gebrauchte Eigentumswohnungen;4110;2015_3;112;136,295
gebrauchte Eigentumswohnungen;4110;2015_4;101;128,057
gebrauchte Eigentumswohnungen;4110;2016_1;78;128,068
gebrauchte Eigentumswohnungen;4110;2016_2;89;140,401
gebrauchte Eigentumswohnungen;4110;2016_3;93;144,147
gebrauchte Eigentumswohnungen;4110;2016_4;90;142,354
gebrauchte Eigentumswohnungen;4110;2017_1;66;127,535
gebrauchte Eigentumswohnungen;4110;2017_2;75;128,349
gebrauchte Eigentumswohnungen;4110;2017_3;58;127,968
gebrauchte Eigentumswohnungen;4110;2017_4;77;128,522
gebrauchte Eigentumswohnungen;4110;2018_1;58;136,587
gebrauchte Eigentumswohnungen;4110;2018_2;60;144,814
gebrauchte Eigentumswohnungen;4110;2018_3;64;144,196
gebrauchte Eigentumswohnungen;4110;2018_4;85;140,498
gebrauchte Eigentumswohnungen;4110;2019_1;58;
gebrauchte Eigentumswohnungen;4110;2019_2;;
gebrauchte Eigentumswohnungen;4110;2019_3;;
gebrauchte Eigentumswohnungen;4110;2019_4;;
gebrauchte Eigentumswohnungen;4110;2020_1;;
gebrauchte Eigentumswohnungen;4110;2020_2;;
gebrauchte Eigentumswohnungen;4110;2020_3;;
gebrauchte Eigentumswohnungen;4110;2020_4;;
gebrauchte Eigentumswohnungen;4110;2021_1;;
gebrauchte Eigentumswohnungen;4110;2021_2;;
gebrauchte Eigentumswohnungen;4110;2021_3;;
gebrauchte Eigentumswohnungen;4110;2021_4;;
gebrauchte Eigentumswohnungen;4201;2000_1;130;
gebrauchte Eigentumswohnungen;4201;2000_2;136;106,741
gebrauchte Eigentumswohnungen;4201;2000_3;112;105,786
gebrauchte Eigentumswohnungen;4201;2000_4;133;101,409
gebrauchte Eigentumswohnungen;4201;2001_1;130;102,502
gebrauchte Eigentumswohnungen;4201;2001_2;117;106,663
gebrauchte Eigentumswohnungen;4201;2001_3;147;104,442
gebrauchte Eigentumswohnungen;4201;2001_4;154;100,505
gebrauchte Eigentumswohnungen;4201;2002_1;106;100,188
gebrauchte Eigentumswohnungen;4201;2002_2;100;101,377
gebrauchte Eigentumswohnungen;4201;2002_3;107;100,610
gebrauchte Eigentumswohnungen;4201;2002_4;209;99,209
gebrauchte Eigentumswohnungen;4201;2003_1;73;96,583
gebrauchte Eigentumswohnungen;4201;2003_2;137;95,112
gebrauchte Eigentumswohnungen;4201;2003_3;141;96,518
gebrauchte Eigentumswohnungen;4201;2003_4;159;99,773
gebrauchte Eigentumswohnungen;4201;2004_1;78;101,888
gebrauchte Eigentumswohnungen;4201;2004_2;127;100,448
gebrauchte Eigentumswohnungen;4201;2004_3;119;99,136
gebrauchte Eigentumswohnungen;4201;2004_4;169;98,038
gebrauchte Eigentumswohnungen;4201;2005_1;133;97,762
gebrauchte Eigentumswohnungen;4201;2005_2;168;98,098
gebrauchte Eigentumswohnungen;4201;2005_3;158;97,680
gebrauchte Eigentumswohnungen;4201;2005_4;231;97,682
gebrauchte Eigentumswohnungen;4201;2006_1;157;96,815
gebrauchte Eigentumswohnungen;4201;2006_2;119;95,567
gebrauchte Eigentumswohnungen;4201;2006_3;135;96,272
gebrauchte Eigentumswohnungen;4201;2006_4;208;97,678
gebrauchte Eigentumswohnungen;4201;2007_1;129;100,082
gebrauchte Eigentumswohnungen;4201;2007_2;129;98,664
gebrauchte Eigentumswohnungen;4201;2007_3;167;93,942
gebrauchte Eigentumswohnungen;4201;2007_4;167;92,040
gebrauchte Eigentumswohnungen;4201;2008_1;132;93,696
gebrauchte Eigentumswohnungen;4201;2008_2;179;95,433
gebrauchte Eigentumswohnungen;4201;2008_3;113;93,107
gebrauchte Eigentumswohnungen;4201;2008_4;156;91,140
gebrauchte Eigentumswohnungen;4201;2009_1;151;92,026
gebrauchte Eigentumswohnungen;4201;2009_2;226;93,346
gebrauchte Eigentumswohnungen;4201;2009_3;230;95,233
gebrauchte Eigentumswohnungen;4201;2009_4;258;97,334
gebrauchte Eigentumswohnungen;4201;2010_1;193;100,000
gebrauchte Eigentumswohnungen;4201;2010_2;253;102,926
gebrauchte Eigentumswohnungen;4201;2010_3;252;104,395
gebrauchte Eigentumswohnungen;4201;2010_4;326;104,816
gebrauchte Eigentumswohnungen;4201;2011_1;171;105,779
gebrauchte Eigentumswohnungen;4201;2011_2;223;108,516
gebrauchte Eigentumswohnungen;4201;2011_3;289;111,468
gebrauchte Eigentumswohnungen;4201;2011_4;291;113,832
gebrauchte Eigentumswohnungen;4201;2012_1;251;116,283
gebrauchte Eigentumswohnungen;4201;2012_2;225;118,770
gebrauchte Eigentumswohnungen;4201;2012_3;245;121,783
gebrauchte Eigentumswohnungen;4201;2012_4;338;124,964
gebrauchte Eigentumswohnungen;4201;2013_1;202;126,778
gebrauchte Eigentumswohnungen;4201;2013_2;287;128,778
gebrauchte Eigentumswohnungen;4201;2013_3;263;130,379
gebrauchte Eigentumswohnungen;4201;2013_4;356;130,859
gebrauchte Eigentumswohnungen;4201;2014_1;174;133,271
gebrauchte Eigentumswohnungen;4201;2014_2;219;135,336
gebrauchte Eigentumswohnungen;4201;2014_3;226;134,794
gebrauchte Eigentumswohnungen;4201;2014_4;248;136,833
gebrauchte Eigentumswohnungen;4201;2015_1;234;141,914
gebrauchte Eigentumswohnungen;4201;2015_2;317;143,667
gebrauchte Eigentumswohnungen;4201;2015_3;374;144,820
gebrauchte Eigentumswohnungen;4201;2015_4;322;146,690
gebrauchte Eigentumswohnungen;4201;2016_1;284;147,071
gebrauchte Eigentumswohnungen;4201;2016_2;323;151,930
gebrauchte Eigentumswohnungen;4201;2016_3;288;159,232
gebrauchte Eigentumswohnungen;4201;2016_4;325;164,616
gebrauchte Eigentumswohnungen;4201;2017_1;284;165,002
gebrauchte Eigentumswohnungen;4201;2017_2;262;163,121
gebrauchte Eigentumswohnungen;4201;2017_3;263;163,085
gebrauchte Eigentumswohnungen;4201;2017_4;265;161,502
gebrauchte Eigentumswohnungen;4201;2018_1;266;154,739
gebrauchte Eigentumswohnungen;4201;2018_2;240;153,533
gebrauchte Eigentumswohnungen;4201;2018_3;239;161,332
gebrauchte Eigentumswohnungen;4201;2018_4;259;165,178
gebrauchte Eigentumswohnungen;4201;2019_1;198;
gebrauchte Eigentumswohnungen;4201;2019_2;;
gebrauchte Eigentumswohnungen;4201;2019_3;;
gebrauchte Eigentumswohnungen;4201;2019_4;;
gebrauchte Eigentumswohnungen;4201;2020_1;;
gebrauchte Eigentumswohnungen;4201;2020_2;;
gebrauchte Eigentumswohnungen;4201;2020_3;;
gebrauchte Eigentumswohnungen;4201;2020_4;;
gebrauchte Eigentumswohnungen;4201;2021_1;;
gebrauchte Eigentumswohnungen;4201;2021_2;;
gebrauchte Eigentumswohnungen;4201;2021_3;;
gebrauchte Eigentumswohnungen;4201;2021_4;;
gebrauchte Eigentumswohnungen;4203;2000_1;118;
gebrauchte Eigentumswohnungen;4203;2000_2;121;120,248
gebrauchte Eigentumswohnungen;4203;2000_3;104;117,838
gebrauchte Eigentumswohnungen;4203;2000_4;152;114,761
gebrauchte Eigentumswohnungen;4203;2001_1;144;115,305
gebrauchte Eigentumswohnungen;4203;2001_2;122;117,964
gebrauchte Eigentumswohnungen;4203;2001_3;139;120,602
gebrauchte Eigentumswohnungen;4203;2001_4;161;125,691
gebrauchte Eigentumswohnungen;4203;2002_1;134;127,738
gebrauchte Eigentumswohnungen;4203;2002_2;139;128,393
gebrauchte Eigentumswohnungen;4203;2002_3;119;129,100
gebrauchte Eigentumswohnungen;4203;2002_4;239;126,591
gebrauchte Eigentumswohnungen;4203;2003_1;107;121,166
gebrauchte Eigentumswohnungen;4203;2003_2;136;111,651
gebrauchte Eigentumswohnungen;4203;2003_3;125;105,437
gebrauchte Eigentumswohnungen;4203;2003_4;270;100,648
gebrauchte Eigentumswohnungen;4203;2004_1;92;100,335
gebrauchte Eigentumswohnungen;4203;2004_2;195;105,689
gebrauchte Eigentumswohnungen;4203;2004_3;121;104,698
gebrauchte Eigentumswohnungen;4203;2004_4;166;102,279
gebrauchte Eigentumswohnungen;4203;2005_1;206;99,630
gebrauchte Eigentumswohnungen;4203;2005_2;145;101,316
gebrauchte Eigentumswohnungen;4203;2005_3;195;106,191
gebrauchte Eigentumswohnungen;4203;2005_4;316;106,934
gebrauchte Eigentumswohnungen;4203;2006_1;147;105,621
gebrauchte Eigentumswohnungen;4203;2006_2;136;104,115
gebrauchte Eigentumswohnungen;4203;2006_3;117;99,289
gebrauchte Eigentumswohnungen;4203;2006_4;218;93,301
gebrauchte Eigentumswohnungen;4203;2007_1;115;89,585
gebrauchte Eigentumswohnungen;4203;2007_2;136;85,484
gebrauchte Eigentumswohnungen;4203;2007_3;260;85,161
gebrauchte Eigentumswohnungen;4203;2007_4;145;87,670
gebrauchte Eigentumswohnungen;4203;2008_1;111;89,822
gebrauchte Eigentumswohnungen;4203;2008_2;131;88,658
gebrauchte Eigentumswohnungen;4203;2008_3;147;87,309
gebrauchte Eigentumswohnungen;4203;2008_4;141;89,111
gebrauchte Eigentumswohnungen;4203;2009_1;134;94,896
gebrauchte Eigentumswohnungen;4203;2009_2;200;98,267
gebrauchte Eigentumswohnungen;4203;2009_3;153;101,693
gebrauchte Eigentumswohnungen;4203;2009_4;155;103,717
gebrauchte Eigentumswohnungen;4203;2010_1;183;100,000
gebrauchte Eigentumswohnungen;4203;2010_2;185;97,322
gebrauchte Eigentumswohnungen;4203;2010_3;169;97,699
gebrauchte Eigentumswohnungen;4203;2010_4;257;99,402
gebrauchte Eigentumswohnungen;4203;2011_1;162;98,736
gebrauchte Eigentumswohnungen;4203;2011_2;220;98,754
gebrauchte Eigentumswohnungen;4203;2011_3;216;105,037
gebrauchte Eigentumswohnungen;4203;2011_4;267;115,132
gebrauchte Eigentumswohnungen;4203;2012_1;223;115,381
gebrauchte Eigentumswohnungen;4203;2012_2;172;116,091
gebrauchte Eigentumswohnungen;4203;2012_3;245;123,265
gebrauchte Eigentumswohnungen;4203;2012_4;209;123,089
gebrauchte Eigentumswohnungen;4203;2013_1;266;124,974
gebrauchte Eigentumswohnungen;4203;2013_2;203;132,592
gebrauchte Eigentumswohnungen;4203;2013_3;231;133,642
gebrauchte Eigentumswohnungen;4203;2013_4;397;129,343
gebrauchte Eigentumswohnungen;4203;2014_1;147;129,087
gebrauchte Eigentumswohnungen;4203;2014_2;192;137,244
gebrauchte Eigentumswohnungen;4203;2014_3;199;145,858
gebrauchte Eigentumswohnungen;4203;2014_4;254;151,335
gebrauchte Eigentumswohnungen;4203;2015_1;236;148,345
gebrauchte Eigentumswohnungen;4203;2015_2;223;147,418
gebrauchte Eigentumswohnungen;4203;2015_3;223;155,473
gebrauchte Eigentumswohnungen;4203;2015_4;246;153,506
gebrauchte Eigentumswohnungen;4203;2016_1;185;148,712
gebrauchte Eigentumswohnungen;4203;2016_2;254;151,846
gebrauchte Eigentumswohnungen;4203;2016_3;241;157,286
gebrauchte Eigentumswohnungen;4203;2016_4;232;158,973
gebrauchte Eigentumswohnungen;4203;2017_1;243;159,399
gebrauchte Eigentumswohnungen;4203;2017_2;233;165,570
gebrauchte Eigentumswohnungen;4203;2017_3;224;168,048
gebrauchte Eigentumswohnungen;4203;2017_4;213;183,932
gebrauchte Eigentumswohnungen;4203;2018_1;176;187,385
gebrauchte Eigentumswohnungen;4203;2018_2;237;183,612
gebrauchte Eigentumswohnungen;4203;2018_3;194;183,387
gebrauchte Eigentumswohnungen;4203;2018_4;268;189,587
gebrauchte Eigentumswohnungen;4203;2019_1;93;
gebrauchte Eigentumswohnungen;4203;2019_2;;
gebrauchte Eigentumswohnungen;4203;2019_3;;
gebrauchte Eigentumswohnungen;4203;2019_4;;
gebrauchte Eigentumswohnungen;4203;2020_1;;
gebrauchte Eigentumswohnungen;4203;2020_2;;
gebrauchte Eigentumswohnungen;4203;2020_3;;
gebrauchte Eigentumswohnungen;4203;2020_4;;
gebrauchte Eigentumswohnungen;4203;2021_1;;
gebrauchte Eigentumswohnungen;4203;2021_2;;
gebrauchte Eigentumswohnungen;4203;2021_3;;
gebrauchte Eigentumswohnungen;4203;2021_4;;
gebrauchte Eigentumswohnungen;4204;2000_1;;
gebrauchte Eigentumswohnungen;4204;2000_2;;
gebrauchte Eigentumswohnungen;4204;2000_3;;
gebrauchte Eigentumswohnungen;4204;2000_4;;
gebrauchte Eigentumswohnungen;4204;2001_1;;
gebrauchte Eigentumswohnungen;4204;2001_2;;
gebrauchte Eigentumswohnungen;4204;2001_3;;
